order_id,customer_id,product_id,category,price,discount,quantity,payment_method,delivery_time_days,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,order_month,order_day_of_week,order_day,order_year
100643,17253,221649,Electronics,302.75,0.05,2,UPI,5,East,No,575.22,9.12,59.91,59,Female,10,3,12,2023
100644,12744,218195,Sports,135.02,0.0,3,Debit Card,5,East,No,405.06,11.24,110.28,55,Male,12,0,4,2023
100645,13356,230596,Beauty,13.89,0.2,1,COD,4,South,No,11.11,4.32,0.68,36,Female,12,3,19,2024
100646,14045,234961,Electronics,50.04,0.05,3,Credit Card,5,East,No,142.61,8.23,8.88,65,Male,9,5,14,2024
100647,11243,227003,Home,101.81,0.0,4,Debit Card,4,Central,No,407.24,9.44,104.59,38,Female,12,3,7,2023
100648,15188,216551,Toys,12.69,0.1,1,Debit Card,4,South,No,11.42,3.89,0.68,22,Female,7,4,25,2025
100649,13118,248896,Beauty,21.64,0.0,2,Debit Card,5,North,No,43.28,4.04,15.44,39,Male,11,5,16,2024
100650,15104,223826,Fashion,66.77,0.0,4,UPI,4,Central,No,267.08,7.1,86.38,24,Male,11,5,4,2023
100651,12141,236950,Grocery,5.39,0.0,1,Debit Card,6,North,No,5.39,2.8,-2.37,51,Female,3,4,21,2025
100652,15869,224729,Fashion,39.6,0.05,2,PayPal,6,East,No,75.24,7.19,19.14,37,Female,10,5,28,2023
100653,15053,203868,Fashion,19.37,0.0,1,Credit Card,6,South,No,19.37,3.81,2.97,18,Other,9,0,30,2024
100654,13059,241274,Fashion,35.24,0.0,2,Credit Card,4,North,No,70.48,5.94,18.73,60,Female,6,4,13,2025
100655,14548,238718,Grocery,6.56,0.1,1,COD,5,South,No,5.9,2.65,-2.18,27,Female,1,1,9,2024
100656,15323,232353,Home,70.63,0.0,3,Credit Card,3,North,No,211.89,7.8,51.53,18,Female,1,6,21,2024
100657,12959,241682,Sports,95.15,0.05,2,Credit Card,6,East,No,180.78,7.78,46.45,24,Male,5,4,9,2025
100658,12265,230653,Grocery,16.4,0.2,1,Debit Card,4,South,No,13.12,5.98,-4.93,50,Female,12,2,27,2023
100659,16617,214141,Toys,2.25,0.0,1,Credit Card,6,Central,No,2.25,2.36,-1.46,31,Female,2,3,13,2025
100660,12479,211537,Electronics,730.11,0.15,1,Debit Card,3,North,No,620.59,9.23,65.24,67,Male,8,4,22,2025
100661,16484,230401,Toys,10.91,0.0,1,Debit Card,4,South,No,10.91,3.07,1.29,47,Male,6,1,18,2024
100662,14646,227387,Sports,111.45,0.0,1,Credit Card,5,West,No,111.45,9.29,24.15,50,Male,5,5,31,2025
100663,11635,216154,Fashion,11.42,0.2,1,PayPal,5,North,No,9.14,4.76,-1.56,62,Male,6,3,12,2025
100664,15408,235077,Fashion,46.66,0.1,1,Credit Card,4,West,No,41.99,5.28,9.42,45,Female,7,1,16,2024
100665,17421,206630,Sports,121.57,0.0,1,Debit Card,4,West,No,121.57,6.56,29.91,20,Female,10,6,27,2024
100666,11757,243461,Fashion,13.42,0.0,1,Debit Card,5,South,No,13.42,4.88,-0.18,63,Male,12,6,10,2023
100667,14452,214778,Fashion,124.58,0.0,1,Credit Card,4,South,No,124.58,7.48,36.12,31,Male,11,2,1,2023
100668,12070,244293,Sports,149.3,0.0,1,Credit Card,3,North,No,149.3,5.38,39.41,59,Female,6,4,14,2024
100669,15881,223070,Grocery,11.05,0.2,1,Debit Card,4,North,No,8.84,1.69,-0.98,41,Female,2,4,28,2025
100670,16665,213416,Electronics,109.02,0.0,1,PayPal,5,East,No,109.02,5.81,7.27,43,Male,8,4,23,2024
100671,15877,249501,Home,274.2,0.0,1,Credit Card,5,North,No,274.2,9.55,67.23,60,Female,6,4,27,2025
100672,17267,225399,Beauty,4.74,0.0,2,Credit Card,6,East,No,9.48,4.17,0.1,66,Male,10,0,2,2023
100673,12849,208629,Sports,22.03,0.05,1,Credit Card,3,North,No,20.93,3.57,2.71,26,Male,5,5,4,2024
100674,13251,208360,Grocery,16.77,0.1,1,Debit Card,3,Central,No,15.09,5.21,-4.0,39,Female,11,6,10,2024
100675,17390,212011,Sports,38.8,0.0,1,Debit Card,4,Central,No,38.8,4.78,6.86,43,Male,2,1,20,2024
100676,16905,240721,Beauty,18.07,0.0,1,Wallet,7,West,No,18.07,3.01,5.12,18,Other,12,0,25,2023
100677,13730,236069,Grocery,11.19,0.0,1,Credit Card,5,North,No,11.19,3.4,-2.5,32,Female,11,4,17,2023
100678,12489,211227,Electronics,249.2,0.05,1,Debit Card,5,North,No,236.74,7.5,20.91,27,Male,2,1,4,2025
100679,11631,239587,Electronics,78.48,0.0,2,Credit Card,5,South,No,156.96,8.16,10.68,61,Other,5,2,28,2025
100680,12816,244550,Beauty,35.77,0.0,5,Debit Card,7,East,No,178.85,9.48,71.0,55,Female,12,4,8,2023
100681,11015,202769,Fashion,18.49,0.0,2,Credit Card,4,West,No,36.98,5.11,7.83,18,Male,12,5,7,2024
100682,11348,210492,Electronics,485.97,0.0,1,Credit Card,5,East,No,485.97,9.88,48.44,64,Female,2,6,23,2025
100683,14611,203345,Fashion,103.56,0.1,4,Debit Card,4,West,Yes,372.82,8.33,122.16,48,Female,4,1,22,2025
100684,13087,202665,Sports,85.59,0.0,1,COD,3,North,Yes,85.59,6.27,19.41,37,Male,5,5,4,2024
100685,12839,224807,Grocery,17.14,0.05,1,Debit Card,4,South,No,16.28,4.22,-2.92,25,Male,6,1,18,2024
100686,10335,243552,Electronics,62.23,0.0,1,COD,6,West,No,62.23,4.43,3.04,68,Female,5,4,16,2025
100687,15878,212366,Beauty,3.92,0.05,1,Debit Card,5,South,No,3.72,2.49,-0.82,35,Male,10,0,9,2023
100688,16401,209325,Fashion,15.8,0.1,1,Credit Card,6,East,No,14.22,3.84,1.14,69,Male,7,6,28,2024
100689,14592,205440,Sports,53.64,0.0,3,PayPal,4,North,No,160.92,8.17,40.11,45,Female,6,5,29,2024
100690,10895,228222,Beauty,7.95,0.0,1,PayPal,4,West,No,7.95,4.2,-0.62,32,Male,1,5,18,2025
100691,16303,226951,Grocery,14.27,0.05,1,UPI,4,Central,No,13.56,3.38,-2.3,46,Male,4,1,22,2025
100692,13546,239878,Electronics,155.36,0.1,1,Debit Card,6,South,No,139.82,6.54,10.24,36,Male,2,5,3,2024
100693,10851,220264,Home,256.11,0.05,1,PayPal,3,North,No,243.3,9.81,58.31,48,Male,3,1,26,2024
100694,11687,219121,Fashion,45.43,0.0,1,UPI,5,North,No,45.43,5.67,10.23,47,Male,3,0,25,2024
100695,11931,218815,Beauty,14.64,0.05,1,PayPal,4,North,No,13.91,2.58,3.68,61,Male,5,3,1,2025
100696,16833,244263,Toys,45.97,0.3,3,Debit Card,7,East,No,96.54,5.63,32.99,69,Male,4,3,17,2025
100697,13746,230311,Grocery,24.2,0.05,2,COD,5,West,No,45.98,4.95,-1.27,29,Male,8,1,19,2025
100698,12427,242397,Home,235.81,0.0,1,Credit Card,4,South,No,235.81,9.24,56.79,55,Male,2,2,21,2024
100699,11568,219749,Toys,27.63,0.0,1,PayPal,4,West,No,27.63,5.26,5.79,58,Female,2,5,1,2025
100700,14000,229218,Fashion,51.83,0.0,4,Debit Card,7,East,No,207.32,7.99,64.57,47,Male,3,5,9,2024
100701,15052,215533,Electronics,198.53,0.05,2,Debit Card,5,South,No,377.21,9.21,36.06,69,Female,4,6,6,2025
100702,12738,244133,Toys,12.8,0.1,1,Debit Card,7,East,No,11.52,2.04,2.57,20,Male,1,2,8,2025
100703,13498,244867,Electronics,388.53,0.05,1,COD,7,East,No,369.1,9.12,35.17,35,Female,3,2,20,2024
100704,15732,201316,Electronics,111.68,0.0,1,COD,5,West,No,111.68,5.45,7.95,37,Male,2,6,4,2024
100705,15387,237972,Fashion,91.49,0.0,1,Debit Card,4,Central,No,91.49,7.61,24.41,38,Female,8,4,16,2024
100706,17744,221388,Home,377.55,0.05,2,Debit Card,6,Central,No,717.34,9.92,190.94,24,Female,5,3,9,2024
100707,15536,213512,Electronics,83.52,0.3,1,Debit Card,7,East,No,58.46,5.86,1.16,58,Male,4,0,22,2024
100708,15287,200684,Toys,2.45,0.0,1,Credit Card,5,North,No,2.45,0.31,0.67,60,Male,7,5,19,2025
100709,13913,227164,Home,30.27,0.0,1,COD,5,West,No,30.27,5.92,2.56,39,Female,5,3,1,2025
100710,11066,239208,Home,197.85,0.1,2,PayPal,4,North,No,356.13,9.94,89.78,30,Female,5,3,16,2024
100711,17723,211735,Fashion,10.61,0.0,1,Debit Card,4,West,No,10.61,2.84,0.87,19,Female,2,3,29,2024
100712,14380,235855,Home,71.31,0.05,3,Credit Card,7,West,No,203.23,6.85,50.05,63,Male,6,3,6,2024
100713,12444,242635,Toys,3.28,0.3,1,Debit Card,4,West,No,2.3,1.96,-1.04,37,Female,8,5,31,2024
100714,14107,238546,Grocery,8.46,0.05,1,Credit Card,3,North,No,8.04,2.56,-1.92,50,Male,1,3,4,2024
100715,15726,248797,Grocery,13.19,0.0,1,Credit Card,5,East,No,13.19,3.68,-2.62,53,Male,9,4,5,2025
100716,13373,208079,Home,140.38,0.1,1,COD,5,Central,Yes,126.34,6.74,28.64,43,Male,9,2,27,2023
100717,13969,222412,Grocery,10.63,0.1,3,Credit Card,4,South,No,28.7,4.82,-2.52,27,Male,10,1,8,2024
100718,17420,235862,Fashion,141.8,0.05,2,Wallet,6,East,No,269.42,10.17,84.13,51,Female,5,2,1,2024
100719,12546,219191,Electronics,296.17,0.0,1,Credit Card,4,Central,No,296.17,7.0,28.54,59,Male,5,6,18,2025
100720,10753,214821,Toys,40.56,0.05,1,Debit Card,7,East,No,38.53,6.54,8.87,23,Female,1,2,31,2024
100721,12082,207582,Electronics,1663.8,0.0,1,UPI,6,South,No,1663.8,10.75,188.91,25,Male,4,5,26,2025
100722,12774,209012,Electronics,134.84,0.0,1,PayPal,4,North,No,134.84,7.11,9.07,26,Female,5,5,11,2024
100723,12896,233655,Grocery,5.06,0.0,4,Credit Card,3,North,No,20.24,4.52,-2.9,58,Female,6,1,3,2025
100724,14185,244688,Toys,16.51,0.0,3,UPI,8,South,No,49.53,6.74,13.07,63,Female,5,2,21,2025
100725,10775,238783,Electronics,115.44,0.0,1,Debit Card,3,Central,No,115.44,6.87,6.98,56,Female,6,6,22,2025
100726,16748,214530,Toys,18.33,0.2,2,Credit Card,4,North,No,29.33,5.65,6.08,48,Female,9,4,29,2023
100727,17113,220377,Toys,24.68,0.0,3,Credit Card,5,Central,No,74.04,9.62,20.0,32,Male,3,2,26,2025
100728,11625,245221,Grocery,1.82,0.05,1,UPI,8,North,No,1.73,1.92,-1.78,24,Male,10,1,17,2023
100729,13069,221653,Beauty,31.02,0.0,1,Debit Card,5,South,No,31.02,6.02,7.94,30,Male,2,4,23,2024
100730,10417,240276,Sports,27.08,0.0,1,Credit Card,3,North,No,27.08,3.45,4.67,54,Male,11,3,9,2023
100731,10114,220380,Toys,9.0,0.0,1,UPI,5,South,No,9.0,3.14,0.46,57,Male,7,5,13,2024
100732,10616,200556,Sports,142.01,0.0,5,COD,5,South,No,710.05,10.45,202.56,27,Female,3,0,4,2024
100733,13974,226790,Sports,27.57,0.05,1,Credit Card,4,South,No,26.19,4.23,3.63,53,Female,4,1,22,2025
100734,13267,208900,Beauty,21.59,0.0,5,PayPal,5,South,No,107.95,8.9,39.68,21,Male,1,6,14,2024
100735,10825,233485,Home,127.13,0.0,1,Wallet,4,North,No,127.13,9.03,26.57,55,Male,6,3,27,2024
100736,17668,236433,Grocery,3.36,0.0,1,Credit Card,4,North,No,3.36,3.15,-2.88,26,Female,1,5,25,2025
100737,15745,213891,Fashion,20.8,0.0,1,Credit Card,6,South,No,20.8,3.3,3.98,18,Male,1,4,3,2025
100738,11516,243104,Electronics,353.09,0.05,1,Wallet,7,South,No,335.44,7.81,32.44,64,Male,1,3,2,2025
100739,13146,215014,Toys,14.16,0.05,1,COD,5,East,No,13.45,5.11,0.27,22,Male,7,6,21,2024
100740,10412,206547,Fashion,58.04,0.0,1,Debit Card,3,North,No,58.04,6.38,13.93,55,Male,10,0,9,2023
100741,17543,237964,Beauty,50.26,0.05,3,UPI,4,North,No,143.24,8.17,56.29,64,Male,12,5,21,2024
100742,17587,229932,Electronics,97.15,0.0,1,Debit Card,5,West,No,97.15,6.56,5.1,64,Male,6,4,13,2025
100743,10728,244739,Beauty,4.79,0.0,1,Credit Card,4,West,No,4.79,3.74,-1.58,40,Female,5,0,12,2025
100744,13348,220263,Grocery,15.47,0.2,1,COD,6,East,No,12.38,3.76,-2.77,33,Female,1,3,16,2025
100745,17164,219320,Sports,154.79,0.0,1,Debit Card,5,Central,No,154.79,8.47,37.97,58,Other,4,1,1,2025
100746,12808,247984,Fashion,34.33,0.0,1,PayPal,5,South,No,34.33,3.58,8.44,30,Female,12,6,24,2023
100747,10675,243374,Grocery,7.59,0.1,1,PayPal,4,Central,No,6.83,2.96,-2.41,30,Male,11,2,22,2023
100748,13465,239459,Fashion,49.66,0.05,1,Wallet,5,West,No,47.18,6.46,10.05,64,Female,7,1,29,2025
100749,15988,207045,Home,115.56,0.05,3,Debit Card,7,South,No,329.35,8.96,83.26,65,Male,5,5,25,2024
100750,12504,243255,Home,98.7,0.0,1,Credit Card,5,Central,No,98.7,6.54,21.1,51,Female,5,3,16,2024
100751,12967,201237,Grocery,23.48,0.1,1,UPI,4,Central,No,21.13,5.39,-3.7,32,Female,2,1,20,2024
100752,16335,243077,Electronics,111.93,0.0,1,Credit Card,4,South,No,111.93,7.72,5.71,23,Female,4,3,3,2025
100753,12786,239240,Sports,122.42,0.0,2,Debit Card,5,South,No,244.84,6.64,66.81,67,Female,7,5,26,2025
100754,17856,236326,Home,188.04,0.0,4,COD,5,East,No,752.16,9.41,201.19,48,Male,10,2,25,2023
100755,11122,205293,Electronics,802.6,0.05,5,PayPal,4,North,No,3812.35,12.75,444.73,53,Male,12,2,13,2023
100756,14079,225274,Grocery,39.21,0.1,1,Credit Card,6,East,No,35.29,7.5,-4.68,54,Male,9,3,4,2025
100757,11571,219237,Beauty,20.37,0.0,1,Debit Card,6,West,No,20.37,3.85,5.32,39,Female,5,2,14,2025
100758,15073,228384,Sports,65.9,0.0,1,Credit Card,6,East,No,65.9,4.46,15.31,23,Male,11,6,5,2023
100759,15104,230993,Fashion,39.47,0.0,1,PayPal,3,Central,No,39.47,6.34,7.47,25,Female,7,4,11,2025
100760,12143,212811,Toys,27.94,0.0,1,COD,9,East,No,27.94,5.2,5.98,64,Female,2,2,28,2024
100761,11687,218229,Toys,2.34,0.0,3,Credit Card,5,Central,No,7.02,3.23,-0.42,62,Female,8,1,26,2025
100762,16806,239130,Home,35.19,0.3,2,PayPal,3,Central,No,49.27,3.62,10.18,19,Male,11,4,17,2023
100763,17357,213311,Beauty,61.37,0.1,1,Debit Card,6,South,No,55.23,6.57,18.28,59,Female,2,1,20,2024
100764,17903,223040,Grocery,3.86,0.05,1,Credit Card,4,Central,No,3.67,2.69,-2.4,69,Male,3,1,4,2025
100765,14132,203182,Toys,7.1,0.05,1,Debit Card,4,South,No,6.74,4.38,-1.68,19,Male,3,1,19,2024
100766,13851,247066,Home,379.26,0.0,2,Credit Card,3,North,No,758.52,9.61,202.78,40,Male,5,4,9,2025
100767,13440,249615,Sports,44.27,0.1,1,Credit Card,3,North,No,39.84,4.62,7.33,27,Male,3,5,9,2024
100768,13766,205760,Toys,8.75,0.0,1,Credit Card,4,North,No,8.75,3.75,-0.25,38,Other,3,0,25,2024
100769,15644,207260,Electronics,886.29,0.0,5,Credit Card,3,North,No,4431.45,12.68,519.09,51,Female,4,0,7,2025
100770,12326,233218,Beauty,14.52,0.15,1,Credit Card,5,South,No,12.34,3.85,1.7,59,Male,10,3,26,2023
100771,16360,246475,Grocery,9.97,0.2,3,Debit Card,3,North,No,23.93,7.03,-5.12,63,Male,6,4,14,2024
100772,12914,201915,Grocery,11.82,0.1,1,PayPal,5,West,No,10.64,2.3,-1.45,56,Female,7,5,13,2024
100773,14968,209115,Toys,41.87,0.1,1,Debit Card,3,North,No,37.68,6.36,8.71,22,Female,10,1,15,2024
100774,15917,207076,Electronics,76.24,0.1,1,Credit Card,5,South,No,68.62,4.86,3.37,47,Female,1,0,15,2024
100775,15392,214814,Grocery,4.98,0.05,2,PayPal,6,North,No,9.46,3.51,-2.75,24,Male,1,2,8,2025
100776,13952,233083,Beauty,24.67,0.0,1,COD,5,Central,No,24.67,4.95,6.15,39,Male,8,1,27,2024
100777,16205,204793,Fashion,33.04,0.05,4,Credit Card,5,West,No,125.55,5.74,38.2,62,Male,10,6,29,2023
100778,10595,201262,Sports,42.07,0.0,1,COD,4,South,No,42.07,6.36,6.26,63,Female,3,5,1,2025
100779,15999,209319,Toys,12.36,0.0,2,Wallet,5,South,No,24.72,4.98,4.91,31,Other,3,0,17,2025
100780,10728,213194,Electronics,1151.28,0.1,2,Credit Card,4,South,No,2072.3,11.97,236.71,68,Female,10,3,12,2023
100781,11365,219309,Grocery,1.28,0.0,1,Credit Card,5,West,No,1.28,1.7,-1.6,48,Female,6,3,19,2025
100782,14492,228760,Grocery,3.09,0.0,1,Debit Card,4,South,No,3.09,3.36,-3.11,33,Male,12,6,17,2023
100783,10698,226998,Electronics,56.12,0.0,1,Credit Card,5,East,No,56.12,5.49,1.24,50,Male,10,4,4,2024
100784,17186,203468,Grocery,12.85,0.05,1,Credit Card,5,South,No,12.21,2.29,-1.31,19,Female,12,4,13,2024
100785,16320,246642,Grocery,1.17,0.2,1,UPI,5,South,No,0.94,0.29,-0.21,32,Female,1,1,21,2025
100786,15731,212651,Electronics,246.68,0.1,1,Debit Card,5,West,No,222.01,9.61,17.03,46,Female,3,4,15,2024
100787,10395,220405,Fashion,101.39,0.0,1,UPI,6,South,No,101.39,8.06,27.43,52,Female,4,6,28,2024
100788,16588,214482,Home,23.46,0.0,1,Debit Card,5,South,No,23.46,3.03,3.54,20,Female,12,3,19,2024
100789,17400,204409,Fashion,27.34,0.0,2,Wallet,4,West,No,54.68,5.63,13.51,55,Female,1,2,24,2024
100790,14171,200547,Sports,56.69,0.1,1,Debit Card,5,South,No,51.02,5.56,9.75,43,Male,12,5,16,2023
100791,14360,237659,Fashion,27.12,0.1,1,Credit Card,4,North,No,24.41,4.37,4.17,19,Female,12,6,8,2024
100792,12502,219907,Grocery,18.12,0.0,1,Credit Card,5,East,No,18.12,5.63,-4.18,18,Female,12,2,4,2024
100793,11819,223426,Grocery,1.06,0.05,1,Credit Card,8,East,No,1.01,1.99,-1.91,23,Female,5,5,17,2025
100794,10717,242489,Fashion,79.44,0.1,5,Credit Card,5,Central,No,357.48,9.23,115.89,56,Male,9,1,9,2025
100795,12782,214436,Home,250.5,0.1,2,Debit Card,4,Central,No,450.9,8.81,117.44,35,Female,5,3,22,2025
100796,17551,216490,Beauty,16.83,0.05,5,COD,4,Central,No,79.94,7.22,28.75,59,Female,11,5,9,2024
100797,17731,228962,Beauty,56.45,0.15,2,Debit Card,4,West,No,95.96,6.79,36.39,54,Male,5,1,7,2024
100798,14946,238236,Home,73.16,0.0,1,Credit Card,7,North,No,73.16,4.39,16.09,26,Male,1,6,19,2025
100799,13577,229288,Electronics,435.62,0.05,1,Debit Card,4,West,No,413.84,8.35,41.31,34,Female,10,1,15,2024
100800,15486,222236,Electronics,210.02,0.0,2,Debit Card,5,East,No,420.04,7.4,43.0,52,Female,3,0,17,2025
100801,10143,214923,Electronics,62.54,0.15,1,Credit Card,5,East,No,53.16,5.0,1.38,55,Male,8,5,2,2025
100802,14980,201250,Grocery,2.15,0.0,1,Credit Card,4,Central,No,2.15,1.01,-0.84,39,Male,4,3,25,2024
100803,13140,213264,Fashion,33.69,0.1,1,Credit Card,7,East,No,30.32,5.63,4.98,42,Female,3,2,19,2025
100804,17266,201611,Electronics,1549.82,0.2,1,UPI,6,West,No,1239.86,11.19,137.59,65,Male,12,2,18,2024
100805,14491,207928,Beauty,7.79,0.05,2,Credit Card,5,Central,No,14.8,4.55,2.11,57,Male,2,5,1,2025
100806,17192,234558,Electronics,784.29,0.1,1,Credit Card,3,North,No,705.86,9.97,74.73,43,Female,9,3,4,2025
100807,17091,200867,Electronics,868.41,0.15,2,Credit Card,8,East,No,1476.3,10.26,166.9,35,Female,6,6,29,2025
100808,12938,231689,Beauty,15.91,0.0,1,Credit Card,4,West,No,15.91,3.92,3.24,26,Male,9,1,26,2023
100809,15588,245213,Beauty,18.18,0.0,1,Credit Card,6,East,No,18.18,3.74,4.44,65,Female,10,0,14,2024
100810,17651,233095,Electronics,277.11,0.2,4,PayPal,3,North,No,886.75,10.01,96.4,68,Female,5,6,12,2024
100811,13636,203816,Home,203.74,0.0,1,Wallet,4,South,No,203.74,10.29,46.76,49,Male,8,5,31,2024
100812,13222,232626,Home,27.39,0.0,1,Credit Card,5,Central,No,27.39,6.66,1.01,21,Female,8,6,24,2025
100813,11167,235916,Beauty,12.76,0.0,1,Credit Card,3,Central,No,12.76,3.89,1.85,50,Female,5,0,26,2025
100814,12616,247838,Sports,28.41,0.05,1,UPI,4,North,No,26.99,5.44,2.66,56,Female,8,1,5,2025
100815,11062,211573,Fashion,108.6,0.3,2,Credit Card,5,East,No,152.04,8.45,44.76,43,Female,5,1,7,2024
100816,12156,243334,Home,19.63,0.0,1,UPI,4,Central,No,19.63,4.04,1.46,53,Female,11,0,25,2024
100817,17860,218939,Toys,29.08,0.1,1,PayPal,6,West,Yes,26.17,5.14,5.33,32,Female,5,5,31,2025
100818,15161,213157,Grocery,8.63,0.0,1,Wallet,3,Central,No,8.63,3.99,-3.3,28,Male,1,5,18,2025
100819,15305,209322,Grocery,17.51,0.0,1,COD,5,West,No,17.51,5.27,-3.87,67,Male,4,6,14,2024
100820,12982,202482,Home,300.5,0.05,1,Credit Card,9,East,No,285.47,8.24,71.69,60,Female,10,1,24,2023
100821,16541,235867,Beauty,13.17,0.0,1,Credit Card,3,North,No,13.17,2.87,3.06,35,Male,12,0,18,2023
100822,13294,244280,Beauty,9.31,0.05,1,Credit Card,7,South,No,8.84,4.16,-0.18,19,Female,1,1,23,2024
100823,14729,213675,Toys,22.66,0.2,1,UPI,5,Central,No,18.13,4.35,2.9,36,Female,6,6,22,2025
100824,11156,230420,Toys,120.04,0.15,1,Debit Card,5,South,No,102.03,6.63,34.18,62,Female,4,6,13,2025
100825,17330,242516,Fashion,69.29,0.1,1,Credit Card,4,South,No,62.36,5.41,16.42,53,Male,1,1,28,2025
100826,15334,211735,Electronics,566.03,0.0,1,Debit Card,3,North,Yes,566.03,8.69,59.23,27,Female,5,4,24,2024
100827,10732,213850,Home,140.86,0.0,1,PayPal,5,South,No,140.86,6.78,32.66,50,Female,12,2,11,2024
100828,14330,206732,Fashion,27.58,0.1,1,Debit Card,5,West,No,24.82,6.84,1.85,55,Female,5,4,31,2024
100829,16801,240753,Grocery,15.0,0.1,2,PayPal,4,South,No,27.0,4.95,-2.79,33,Female,10,4,25,2024
100830,14846,245468,Fashion,11.77,0.0,3,COD,5,South,No,35.31,4.59,7.77,35,Male,3,4,21,2025
100831,16731,238822,Fashion,37.99,0.0,1,UPI,3,North,No,37.99,6.23,7.07,30,Female,10,4,27,2023
100832,17176,249720,Grocery,12.21,0.05,2,Credit Card,4,North,No,23.2,4.03,-2.17,61,Male,7,4,5,2024
100833,17241,234422,Electronics,821.05,0.0,5,Credit Card,5,East,No,4105.25,12.7,479.93,51,Male,4,6,20,2025
100834,10953,232731,Fashion,129.01,0.0,1,Credit Card,5,East,No,129.01,7.13,38.02,34,Male,12,4,15,2023
100835,12539,211428,Home,18.16,0.0,1,Credit Card,5,East,No,18.16,5.96,-0.88,51,Male,2,2,14,2024
100836,17056,211311,Beauty,27.48,0.0,1,COD,6,East,No,27.48,4.29,8.08,61,Male,4,3,11,2024
100837,13324,203733,Fashion,83.25,0.3,1,Debit Card,6,North,No,58.28,6.58,13.82,60,Male,7,2,17,2024
100838,13301,239579,Home,111.23,0.0,2,Credit Card,4,Central,No,222.46,8.11,54.18,67,Female,3,0,11,2024
100839,11542,208342,Fashion,9.94,0.05,1,Credit Card,6,West,No,9.44,3.05,0.25,18,Female,4,3,11,2024
100840,15293,210464,Beauty,9.49,0.0,1,Wallet,5,South,No,9.49,3.45,0.82,59,Female,9,2,13,2023
100841,15772,248514,Home,59.55,0.1,3,COD,4,North,No,160.78,6.79,38.23,57,Female,2,3,22,2024
100842,11191,245311,Toys,23.38,0.1,2,Wallet,6,South,No,42.08,4.21,12.62,69,Other,11,3,21,2024
100843,16313,210300,Home,18.93,0.2,1,Credit Card,3,North,No,15.14,3.05,1.19,61,Female,4,3,17,2025
100844,15512,234563,Home,115.03,0.05,1,Credit Card,6,South,No,109.28,6.64,23.96,20,Male,4,6,13,2025
100845,12993,248960,Beauty,5.83,0.2,1,Debit Card,4,South,No,4.66,1.91,0.19,61,Male,2,4,16,2024
100846,16938,213708,Electronics,213.39,0.0,1,Credit Card,4,Central,No,213.39,8.49,17.12,40,Male,12,5,7,2024
100847,12681,228090,Electronics,230.16,0.0,1,Wallet,6,West,No,230.16,8.23,19.39,42,Female,11,4,29,2024
100848,11217,249151,Toys,13.82,0.05,1,Credit Card,6,West,No,13.13,1.97,3.28,44,Female,1,5,20,2024
100849,11540,241308,Fashion,66.01,0.0,1,Credit Card,6,West,No,66.01,4.89,18.21,33,Other,10,0,21,2024
100850,16172,216328,Sports,18.33,0.2,1,Credit Card,4,West,No,14.66,6.14,-1.74,41,Male,3,0,17,2025
100851,13236,226654,Electronics,151.5,0.0,2,COD,4,Central,Yes,303.0,8.61,27.75,59,Male,5,2,15,2024
100852,15541,206214,Toys,22.15,0.0,1,Debit Card,3,North,No,22.15,4.04,4.82,68,Female,12,1,19,2023
100853,12386,238913,Grocery,38.85,0.15,1,Debit Card,5,South,No,33.02,6.81,-4.17,31,Female,11,2,6,2024
100854,13719,227552,Home,137.68,0.1,1,Credit Card,7,East,No,123.91,6.99,27.7,29,Other,2,3,6,2025
100855,15615,235377,Home,292.91,0.1,1,Credit Card,5,East,No,263.62,8.01,65.8,68,Female,9,3,26,2024
100856,11388,225734,Home,464.88,0.0,1,UPI,3,Central,No,464.88,8.67,121.5,68,Female,4,6,6,2025
100857,11856,224721,Grocery,29.35,0.0,2,COD,6,East,No,58.7,6.88,-2.18,61,Male,8,1,13,2024
100858,11365,218610,Electronics,1214.46,0.0,4,COD,4,North,No,4857.84,12.86,570.08,42,Female,6,3,13,2024
100859,10499,213622,Sports,157.58,0.0,1,PayPal,7,West,No,157.58,8.42,38.85,58,Female,12,4,13,2024
100860,11680,228875,Sports,224.54,0.05,1,Debit Card,6,East,No,213.31,8.32,55.67,41,Female,3,0,24,2025
100861,10510,223226,Home,99.03,0.1,1,COD,6,East,No,89.13,5.96,19.0,28,Female,3,2,19,2025
100862,17494,227677,Fashion,25.84,0.0,1,COD,6,East,No,25.84,6.23,2.81,28,Female,1,4,31,2025
100863,14312,210298,Fashion,405.6,0.05,1,UPI,5,East,No,385.32,9.29,125.57,65,Female,8,0,18,2025
100864,11324,235848,Toys,4.02,0.05,2,Debit Card,6,South,Yes,7.64,1.04,2.02,58,Female,4,2,16,2025
100865,11155,233755,Electronics,1081.82,0.0,1,UPI,5,South,No,1081.82,11.06,118.76,54,Male,4,6,7,2024
100866,11827,217744,Beauty,16.81,0.3,1,Debit Card,5,South,No,11.77,2.9,2.4,59,Female,4,2,30,2025
100867,13141,223434,Fashion,6.11,0.0,1,Credit Card,8,South,No,6.11,3.4,-1.26,35,Female,3,4,14,2025
100868,17419,240314,Fashion,84.88,0.15,2,Debit Card,6,West,No,144.3,8.64,41.86,61,Female,7,6,13,2025
